Tweet,Info
Neutro,276
Neutro,277
Neutro,278
Neutro,279
Neutro,280
Neutro,281
Neutro,282
Negativo,283
Neutro,284
Neutro,285
Neutro,286
Neutro,287
Neutro,288
Neutro,289
Neutro,290
Neutro,291
Neutro,292
Neutro,293
Neutro,294
Neutro,295
Neutro,296
Neutro,297
Neutro,298
Neutro,299
Neutro,300
Neutro,301
Neutro,302
Neutro,303
Neutro,304
Neutro,305
Neutro,306
Negativo,307
Negativo,308
Negativo,309
Neutro,310
Neutro,311
Negativo,312
Positivo,313
Neutro,314
Neutro,315
Neutro,316
Negativo,317
Neutro,318
Neutro,319
Positivo,320
Neutro,321
Neutro,322
Neutro,323
Neutro,324
Neutro,325
Positivo,326
Neutro,327
Neutro,328
Neutro,329
Neutro,330
Neutro,331
Negativo,332
Negativo,333
Negativo,334
Neutro,335
Neutro,336
Neutro,337
Neutro,338
Neutro,339
Neutro,340
Neutro,341
Neutro,342
Neutro,343
Positivo,344
Negativo,345
Neutro,346
Neutro,347
Neutro,348
Neutro,349
Neutro,350
Neutro,351
Negativo,352
Neutro,353
Neutro,354
Neutro,355
Negativo,356
Negativo,357
Neutro,358
Neutro,359
Neutro,360
Neutro,361
Neutro,362
Negativo,363
Neutro,364
Neutro,365
Neutro,366
Neutro,367
Neutro,368
Negativo,369
Neutro,370
Neutro,371
Negativo,372
Negativo,373
Negativo,374
Negativo,375
Neutro,376
Neutro,377
Positivo,378
Neutro,379
Neutro,380
Neutro,381
Neutro,382
Neutro,383
Neutro,384
Neutro,385
Neutro,386
Negativo,387
Neutro,388
Neutro,389
Neutro,390
Neutro,391
Neutro,392
Negativo,393
Neutro,394
Negativo,395
Negativo,396
Neutro,397
Neutro,398
Positivo,399
Neutro,400
Neutro,401
Neutro,402
Neutro,403
Negativo,404
Neutro,405
Neutro,406
Negativo,407
Negativo,408
Negativo,409
Neutro,410
Negativo,411
Neutro,412
Neutro,413
Neutro,414
Neutro,415
Neutro,416
Negativo,417
Neutro,418
Neutro,419
Neutro,420
Neutro,421
Neutro,422
Negativo,423
Neutro,424
Neutro,425
Neutro,426
Neutro,427
Neutro,428
Neutro,429
Neutro,430
Negativo,431
Neutro,432
Neutro,433
Neutro,434
Neutro,435
Neutro,436
Neutro,437
Neutro,438
Neutro,439
Neutro,440
Neutro,441
Neutro,442
Neutro,443
Neutro,444
Neutro,445
Neutro,446
Neutro,447
Neutro,448
Neutro,449
Neutro,450
Neutro,451
Neutro,452
Positivo,453
Negativo,454
Negativo,455
Neutro,456
Neutro,457
Neutro,458
Neutro,459
Neutro,460
Neutro,461
Neutro,462
Neutro,463
Neutro,464
Neutro,465
Neutro,466
Negativo,467
Neutro,468
Neutro,469
Neutro,470
Neutro,471
Positivo,472
Positivo,473
Neutro,474
Negativo,475
Neutro,476
Neutro,477
Neutro,478
Neutro,479
Neutro,480
Negativo,481
Negativo,482
Negativo,483
Neutro,484
Neutro,485
Negativo,486
Negativo,487
Neutro,488
Neutro,489
Neutro,490
Neutro,491
Neutro,492
Negativo,493
Negativo,494
Neutro,495
Neutro,496
Positivo,497
Neutro,498
Neutro,499
Neutro,500
Neutro,501
Neutro,502
Neutro,503
Neutro,504
Neutro,505
Neutro,506
Neutro,507
Neutro,508
Negativo,509
Neutro,510
Neutro,511
Neutro,512
Neutro,513
Neutro,514
Neutro,515
Neutro,516
Negativo,517
Negativo,518
Positivo,519
Negativo,520
Negativo,521
Negativo,522
Neutro,523
Negativo,524
Neutro,525
Neutro,526
Neutro,527
Neutro,528
Neutro,529
Neutro,530
Neutro,531
Neutro,532
Neutro,533
Neutro,534
Negativo,535
Neutro,536
Neutro,537
Neutro,538
Neutro,539
Neutro,540
Positivo,541
Neutro,542
Neutro,543
Neutro,544
Neutro,545
Negativo,546
Negativo,547
Neutro,548
Neutro,549
Neutro,550
Negativo,551
Neutro,552
Neutro,553
Neutro,554
Neutro,555
Neutro,556
Neutro,557
Neutro,558
Negativo,559
Negativo,560
Neutro,561
Neutro,562
Negativo,563
Negativo,564
Neutro,565
Neutro,566
Negativo,567
Neutro,568
Neutro,569
Neutro,570
Neutro,571
Neutro,572
Neutro,573
Neutro,574
Neutro,575
Neutro,576
Negativo,577
Neutro,578
Positivo,579
Neutro,580
Neutro,581
Neutro,582
Neutro,583
Neutro,584
Negativo,585
Neutro,586
Neutro,587
Neutro,588
Neutro,589
Neutro,590
Neutro,591
Neutro,592
Neutro,593
Neutro,594
Neutro,595
Neutro,596
Neutro,597
Neutro,598
Positivo,599
Neutro,600
Neutro,601
Positivo,602
Positivo,603
Negativo,604
Negativo,605
Negativo,606
Negativo,607
Positivo,608
Neutro,609
Negativo,610
Neutro,611
Neutro,612
Negativo,613
Positivo,614
Negativo,615
Neutro,616
Neutro,617
Neutro,618
Neutro,619
Neutro,620
Neutro,621
Neutro,622
Neutro,623
Neutro,624
Neutro,625
Negativo,626
Negativo,627
Negativo,628
Neutro,629
Neutro,630
Neutro,631
Neutro,632
Negativo,633
Negativo,634
Negativo,635
Negativo,636
Negativo,637
Positivo,638
Neutro,639
Neutro,640
Neutro,641
Neutro,642
Neutro,643
Neutro,644
Neutro,645
Negativo,646
Neutro,647
Neutro,648
Negativo,649
Positivo,650
Neutro,651
Positivo,652
Neutro,653
Neutro,654
Neutro,655
Neutro,656
Neutro,657
Negativo,658
Negativo,659
Negativo,660
Negativo,661
Negativo,662
Neutro,663
Neutro,664
Neutro,665
Positivo,666
Neutro,667
Neutro,668
Neutro,669
Negativo,670
Negativo,671
Neutro,672
Neutro,673
Neutro,674
Neutro,675
Neutro,676
Neutro,677
Neutro,678
Neutro,679
Neutro,680
Neutro,681
Neutro,682
Neutro,683
Negativo,684
Neutro,685
Neutro,686
Positivo,687
Neutro,688
Neutro,689
Neutro,690
Neutro,691
Neutro,692
Neutro,693
Neutro,694
Neutro,695
Negativo,696
Negativo,697
Negativo,698
Negativo,699
Positivo,700
Positivo,701
Neutro,702
Neutro,703
Neutro,704
Neutro,705
Neutro,706
Neutro,707
Neutro,708
Neutro,709
Neutro,710
Neutro,711
Neutro,712
Negativo,713
Neutro,714
Neutro,715
Neutro,716
Neutro,717
Neutro,718
Neutro,719
Neutro,720
Negativo,721
Neutro,722
Neutro,723
Neutro,724
Neutro,725
Neutro,726
Negativo,727
Negativo,728
Neutro,729
Neutro,730
Neutro,731
Negativo,732
Negativo,733
Neutro,734
Neutro,735
Neutro,736
Neutro,737
Neutro,738
Negativo,739
Negativo,740
Neutro,741
Neutro,742
Neutro,743
Negativo,744
Negativo,745
Neutro,746
Neutro,747
Neutro,748
Positivo,749
Neutro,750
Neutro,751
Neutro,752
Positivo,753
Neutro,754
Neutro,755
Neutro,756
Neutro,757
Neutro,758
Neutro,759
Neutro,760
Neutro,761
Neutro,762
Neutro,763
Neutro,764
Neutro,765
Neutro,766
Neutro,767
Neutro,768
Neutro,769
Neutro,770
Neutro,771
Negativo,772
Neutro,773
Neutro,774
Neutro,775
Neutro,776
Neutro,777
Neutro,778
Neutro,779
Negativo,780
Neutro,781
Neutro,782
Negativo,783
Neutro,784
Neutro,785
Negativo,786
Neutro,787
Neutro,788
Neutro,789
Neutro,790
Neutro,791
Neutro,792
Neutro,793
Neutro,794
Neutro,795
Neutro,796
Neutro,797
Negativo,798
Positivo,799
Neutro,800
Neutro,801
Neutro,802
Neutro,803
Neutro,804
Neutro,805
Neutro,806
Neutro,807
Neutro,808
Negativo,809
Negativo,810
